user_id,image_id,class
65,0,1
26,1,6
69,2,6
41,3,8
0,4,8
13,5,3
47,6,4
33,7,6
39,8,0
93,9,6
51,10,0
71,11,3
54,12,6
35,13,6
53,14,5
38,15,4
6,16,8
19,17,3
2,18,2
71,19,6
5,20,0
64,21,3
53,22,1
94,23,4
91,24,0
19,25,6
20,26,6
32,27,2
3,28,7
85,29,6
23,30,9
21,31,0
48,32,4
87,33,5
45,34,7
28,35,1
55,36,6
75,37,7
39,38,9
77,39,1
8,40,7
19,41,7
43,42,8
72,43,0
31,44,3
94,45,7
87,46,4
53,47,7
85,48,3
32,49,1
49,50,0
76,51,4
67,52,6
34,53,6
42,54,1
15,55,4
9,56,9
40,57,2
76,58,6
9,59,4
3,60,5
79,61,0
53,62,4
37,63,6
70,64,0
30,65,8
79,66,3
70,67,4
95,68,8
29,69,8
66,70,3
26,71,9
81,72,5
66,73,7
41,74,1
47,75,9
66,76,4
29,77,7
46,78,9
81,79,1
14,80,9
92,81,7
87,82,5
26,83,2
96,84,7
29,85,3
95,86,4
81,87,8
12,88,8
36,89,2
35,90,1
60,91,5
99,92,9
41,93,2
60,94,7
91,95,8
21,96,8
2,97,6
90,98,8
4,99,8
69,100,1
39,101,3
31,102,8
65,103,8
98,104,5
37,105,4
56,106,7
61,107,1
14,108,6
68,109,6
85,110,1
49,111,6
33,112,1
94,113,6
57,114,7
2,115,0
31,116,4
32,117,6
81,118,9
24,119,5
23,120,8
76,121,7
88,122,1
17,123,9
7,124,0
75,125,3
66,126,3
39,127,7
22,128,6
60,129,9
54,130,0
26,131,4
39,132,7
49,133,1
39,134,4
46,135,3
43,136,4
48,137,3
53,138,9
98,139,8
79,140,7
30,141,0
53,142,8
29,143,3
84,144,9
3,145,1
24,146,0
1,147,8
26,148,0
42,149,9
83,150,4
60,151,0
10,152,2
95,153,1
10,154,4
37,155,2
52,156,7
60,157,1
20,158,7
72,159,0
5,160,2
79,161,9
77,162,7
99,163,9
42,164,8
33,165,6
59,166,4
24,167,4
12,168,1
38,169,1
89,170,7
50,171,8
97,172,8
59,173,6
16,174,4
77,175,5
52,176,6
0,177,3
99,178,9
76,179,4
52,180,2
93,181,5
73,182,3
74,183,6
76,184,7
73,185,7
61,186,3
64,187,9
4,188,1
26,189,3
64,190,1
21,191,8
36,192,3
48,193,3
54,194,5
11,195,6
26,196,4
55,197,0
5,198,9
6,199,6
74,200,6
26,201,5
97,202,0
23,203,6
88,204,2
38,205,0
84,206,5
12,207,4
34,208,9
7,209,3
47,210,4
0,211,6
95,212,0
87,213,6
63,214,7
3,215,0
75,216,7
86,217,2
49,218,6
44,219,9
46,220,6
62,221,5
1,222,4
42,223,5
28,224,4
91,225,7
24,226,7
85,227,6
45,228,8
62,229,1
82,230,5
83,231,9
36,232,7
22,233,8
50,234,8
55,235,7
83,236,1
48,237,4
74,238,6
45,239,4
39,240,2
78,241,2
99,242,5
92,243,0
57,244,3
14,245,8
39,246,9
76,247,4
94,248,1
19,249,1
83,250,4
38,251,1
30,252,9
13,253,6
78,254,3
82,255,3
13,256,6
5,257,9
68,258,5
31,259,7
49,260,6
66,261,9
2,262,4
67,263,2
72,264,4
42,265,0
3,266,0
16,267,0
54,268,8
44,269,7
30,270,5
80,271,1
46,272,8
15,273,6
48,274,7
16,275,0
78,276,1
28,277,7
34,278,7
7,279,8
0,280,2
81,281,7
95,282,4
14,283,8
98,284,8
54,285,9
0,286,8
38,287,9
59,288,8
68,289,2
24,290,8
54,291,9
85,292,1
11,293,3
47,294,5
44,295,7
7,296,4
87,297,0
97,298,1
88,299,4
78,300,4
10,301,0
54,302,8
98,303,4
1,304,3
50,305,7
3,306,9
77,307,7
19,308,7
61,309,9
81,310,3
29,311,6
49,312,9
37,313,8
86,314,1
2,315,5
13,316,9
94,317,8
78,318,5
2,319,5
21,320,3
70,321,3
48,322,3
12,323,0
0,324,5
37,325,1
58,326,0
0,327,6
63,328,7
46,329,3
24,330,0
37,331,9
81,332,0
90,333,7
65,334,0
12,335,4
29,336,8
93,337,8
64,338,0
2,339,7
81,340,0
50,341,3
12,342,9
78,343,0
