user_id,image_id,class
76,0,1
43,1,6
71,2,6
28,3,8
0,4,8
7,5,3
49,6,4
47,7,6
37,8,0
89,9,6
42,10,0
51,11,3
66,12,6
57,13,6
67,14,5
36,15,4
0,16,8
13,17,3
3,18,2
78,19,6
20,20,0
50,21,3
74,22,1
69,23,4
81,24,0
43,25,6
43,26,6
46,27,2
8,28,7
89,29,6
52,30,9
24,31,0
49,32,4
86,33,5
18,34,7
68,35,1
66,36,6
38,37,7
77,38,9
80,39,1
8,40,7
9,41,7
28,42,8
58,43,0
14,44,3
60,45,7
65,46,4
26,47,7
54,48,3
68,49,1
42,50,0
63,51,4
71,52,6
47,53,6
72,54,1
19,55,4
11,56,9
48,57,2
78,58,6
4,59,4
6,60,5
64,61,0
56,62,4
57,63,6
58,64,0
25,65,8
51,66,3
62,67,4
96,68,8
2,69,8
50,70,3
52,71,9
84,72,5
34,73,7
72,74,1
77,75,9
62,76,4
15,77,7
77,78,9
80,79,1
16,80,9
60,81,7
86,82,5
46,83,2
67,84,7
14,85,3
69,86,4
94,87,8
1,88,8
48,89,2
68,90,1
67,91,5
99,92,9
48,93,2
34,94,7
95,95,8
2,96,8
5,97,6
95,98,8
0,99,8
76,100,1
23,101,3
25,102,8
73,103,8
92,104,5
36,105,4
26,106,7
75,107,1
32,108,6
71,109,6
82,110,1
65,111,6
68,112,1
89,113,6
26,114,7
20,115,0
35,116,4
47,117,6
97,118,9
35,119,5
2,120,8
38,121,7
82,122,1
16,123,9
20,124,0
51,125,3
50,126,3
18,127,7
43,128,6
91,129,9
42,130,0
30,131,4
18,132,7
74,133,1
36,134,4
32,135,3
49,136,4
32,137,3
85,138,9
96,139,8
53,140,7
27,141,0
29,142,8
14,143,3
98,144,9
31,145,1
24,146,0
0,147,8
27,148,0
77,149,9
63,150,4
44,151,0
10,152,2
90,153,1
15,154,4
48,155,2
26,156,7
75,157,1
9,158,7
58,159,0
10,160,2
97,161,9
38,162,7
99,163,9
28,164,8
47,165,6
61,166,4
30,167,4
33,168,1
72,169,1
60,170,7
29,171,8
96,172,8
66,173,6
19,174,4
84,175,5
66,176,6
3,177,3
99,178,9
63,179,4
55,180,2
90,181,5
51,182,3
78,183,6
38,184,7
38,185,7
50,186,3
91,187,9
31,188,1
14,189,3
76,190,1
2,191,8
23,192,3
32,193,3
67,194,5
26,195,6
30,196,4
42,197,0
11,198,9
5,199,6
78,200,6
35,201,5
85,202,0
43,203,6
88,204,2
37,205,0
86,206,5
19,207,4
70,208,9
7,209,3
49,210,4
5,211,6
81,212,0
89,213,6
34,214,7
20,215,0
38,216,7
88,217,2
65,218,6
77,219,9
65,220,6
79,221,5
4,222,4
40,223,5
30,224,4
60,225,7
15,226,7
89,227,6
28,228,8
75,229,1
86,230,5
98,231,9
17,232,7
2,233,8
29,234,8
26,235,7
82,236,1
49,237,4
78,238,6
49,239,4
48,240,2
87,241,2
92,242,5
81,243,0
39,244,3
1,245,8
77,246,9
63,247,4
90,248,1
33,249,1
63,250,4
68,251,1
70,252,9
32,253,6
51,254,3
54,255,3
32,256,6
11,257,9
79,258,5
17,259,7
65,260,6
91,261,9
4,262,4
83,263,2
62,264,4
37,265,0
20,266,0
21,267,0
29,268,8
18,269,7
35,270,5
80,271,1
28,272,8
32,273,6
18,274,7
24,275,0
80,276,1
15,277,7
17,278,7
0,279,8
3,280,2
53,281,7
69,282,4
1,283,8
96,284,8
85,285,9
0,286,8
70,287,9
73,288,8
83,289,2
2,290,8
85,291,9
82,292,1
7,293,3
45,294,5
18,295,7
4,296,4
81,297,0
90,298,1
65,299,4
63,300,4
21,301,0
29,302,8
74,303,4
3,304,3
18,305,7
11,306,9
38,307,7
9,308,7
91,309,9
51,310,3
47,311,6
77,312,9
25,313,8
82,314,1
6,315,5
16,316,9
96,317,8
84,318,5
6,319,5
13,320,3
50,321,3
32,322,3
21,323,0
6,324,5
68,325,1
44,326,0
5,327,6
34,328,7
32,329,3
24,330,0
70,331,9
64,332,0
60,333,7
44,334,0
19,335,4
25,336,8
95,337,8
44,338,0
8,339,7
64,340,0
39,341,3
16,342,9
58,343,0
0,344,8
32,345,6
29,346,8
18,347,7
8,348,7
71,349,6
61,350,4
91,351,9
74,352,1
21,353,0
28,354,8
27,355,0
66,356,6
47,357,6
53,358,7
74,359,1
83,360,2
95,361,8
31,362,1
74,363,1
78,364,6
42,365,0
40,366,5
4,367,4
15,368,7
95,369,8
76,370,1
18,371,7
63,372,4
85,373,9
32,374,6
99,375,9
1,376,8
76,377,1
22,378,2
5,379,6
75,380,1
1,381,8
84,382,5
50,383,3
18,384,7
69,385,4
53,386,7
75,387,1
70,388,9
3,389,2
91,390,9
3,391,2
61,392,4
76,393,1
20,394,0
95,395,8
88,396,2
40,397,5
87,398,2
37,399,0
85,400,6
58,401,0
73,402,8
33,403,1
62,404,4
11,405,9
10,406,2
6,407,5
94,408,8
88,409,2
12,410,5
25,411,8
10,412,2
79,413,5
50,414,3
61,415,4
96,416,8
88,417,2
54,418,3
69,419,4
76,420,1
91,421,9
38,422,7
86,423,5
92,424,5
24,425,0
61,426,4
39,427,3
88,428,2
6,429,5
32,430,3
5,431,6
90,432,5
74,433,2
28,434,8
18,435,7
10,436,2
28,437,8
83,438,2
51,439,3
52,440,2
50,441,3
94,442,8
1,443,8
66,444,6
2,445,8
31,446,1
19,447,4
70,448,9
34,449,7
72,450,1
30,451,4
14,452,3
80,453,1
14,454,3
27,455,0
94,456,8
22,457,2
74,458,1
15,459,7
43,460,6
55,461,2
14,462,3
39,463,3
14,464,3
17,465,7
60,466,7
77,467,9
23,468,3
87,469,2
85,470,0
40,471,5
69,472,4
16,473,9
83,474,2
95,475,8
75,476,1
4,477,4
61,478,4
41,479,1
10,480,2
18,481,7
67,482,5
96,483,8
21,484,5
65,485,4
58,486,0
20,487,0
54,488,3
62,489,4
9,490,7
31,491,1
51,492,3
37,493,0
99,494,9
72,495,1
17,496,7
99,497,9
10,498,2
27,499,0
4,500,4
54,501,3
15,502,7
84,503,5
99,504,9
55,505,2
59,506,3
26,507,7
39,508,3
67,509,5
71,510,6
2,511,8
48,512,2
42,513,0
12,514,5
35,515,5
58,516,0
65,517,6
7,518,3
35,519,4
91,520,9
90,521,5
68,522,1
85,523,9
1,524,8
36,525,4
20,526,0
47,527,3
53,528,7
15,529,7
28,530,8
33,531,1
26,532,6
92,533,9
23,534,3
74,535,1
69,536,4
29,537,8
67,538,7
65,539,4
53,540,7
67,541,5
86,542,5
28,543,8
41,544,1
64,545,0
17,546,7
60,547,7
81,548,0
92,549,5
47,550,6
26,551,6
31,552,7
58,553,0
43,554,6
86,555,5
6,556,5
3,557,3
59,558,3
16,559,9
8,560,7
62,561,4
8,562,7
47,563,6
68,564,1
51,565,3
92,566,5
83,567,2
31,568,1
82,569,1
4,570,4
31,571,1
1,572,8
34,573,7
64,574,0
7,575,3
82,576,1
44,577,0
46,578,0
57,579,6
38,580,7
70,581,9
10,582,2
17,583,7
38,584,7
25,585,8
45,586,5
23,587,3
93,588,2
37,589,0
11,590,9
56,591,2
36,592,4
19,593,4
88,594,2
13,595,3
71,596,6
45,597,5
9,598,7
79,599,5
78,600,6
24,601,0
53,602,7
12,603,5
36,604,4
19,605,4
29,606,8
81,607,0
46,608,2
19,609,4
28,610,8
50,611,3
93,612,2
1,613,8
72,614,1
63,615,4
87,616,2
44,617,0
51,618,3
32,619,3
29,620,8
15,621,7
77,622,9
38,623,7
3,624,2
73,625,8
99,626,9
80,627,1
46,628,2
4,629,4
90,630,1
43,631,6
35,632,5
4,633,4
51,634,3
89,635,6
71,636,6
46,637,0
95,638,8
73,639,8
30,640,4
62,641,4
41,642,1
17,643,7
68,644,1
29,645,8
29,646,8
89,647,6
75,648,1
36,649,6
81,650,0
56,651,2
74,652,1
23,653,3
61,654,4
31,655,1
24,656,0
90,657,5
91,658,9
91,659,9
22,660,2
30,661,4
97,662,9
2,663,8
1,664,8
32,665,6
60,666,7
27,667,0
92,668,5
79,669,5
67,670,5
55,671,2
38,672,7
28,673,8
42,674,0
27,675,0
43,676,6
1,677,8
82,678,1
76,679,1
73,680,8
44,681,0
0,682,8
22,683,2
9,684,7
31,685,7
64,686,0
18,687,7
29,688,8
21,689,0
58,690,0
6,691,5
84,692,5
75,693,1
63,694,4
60,695,7
79,696,5
49,697,4
91,698,9
36,699,4
55,700,2
63,701,4
2,702,8
6,703,5
85,704,6
47,705,3
63,706,4
30,707,4
2,708,8
40,709,5
86,710,5
72,711,1
17,712,7
81,713,0
72,714,1
92,715,5
64,716,0
99,717,9
78,718,6
30,719,4
49,720,4
29,721,8
50,722,3
99,723,9
12,724,5
55,725,2
92,726,5
18,727,7
63,728,4
64,729,0
53,730,7
54,731,3
42,732,0
47,733,6
8,734,7
15,735,7
61,736,4
40,737,5
43,738,6
6,739,5
40,740,5
42,741,0
22,742,2
91,743,9
86,744,5
14,745,3
51,746,3
72,747,1
80,748,1
23,749,3
46,750,2
28,751,9
14,752,3
51,753,3
8,754,7
75,755,1
46,756,2
57,757,6
45,758,5
45,759,5
45,760,5
37,761,0
85,762,9
2,763,8
21,764,0
36,765,4
62,766,4
10,767,2
45,768,5
98,769,9
50,770,3
33,771,1
18,772,7
29,773,8
89,774,6
1,775,8
24,776,0
42,777,0
60,778,7
53,779,7
12,780,5
98,781,9
58,782,0
71,783,6
14,784,3
28,785,8
85,786,6
20,787,0
39,788,3
15,789,7
31,790,1
91,791,9
57,792,6
16,793,9
66,794,6
72,795,1
44,796,0
74,797,1
46,798,0
16,799,9
45,800,5
56,801,2
88,802,2
86,803,5
85,804,0
0,805,8
70,806,9
93,807,2
49,808,4
13,809,3
94,810,8
81,811,0
24,812,0
34,813,7
14,814,3
78,815,6
38,816,7
95,817,8
38,818,7
80,819,1
35,820,5
65,821,6
25,822,8
38,823,7
41,824,1
3,825,3
90,826,1
98,827,9
65,828,6
92,829,9
97,830,9
12,831,5
68,832,1
83,833,2
61,834,4
92,835,5
29,836,8
65,837,6
4,838,4
80,839,1
0,840,8
65,841,6
87,842,2
32,843,3
35,844,5
70,845,9
41,846,1
20,847,0
73,848,8
62,849,4
91,850,9
49,851,4
67,852,7
99,853,9
50,854,3
27,855,0
95,856,8
51,857,3
9,858,7
70,859,9
87,860,2
63,861,4
84,862,5
40,863,5
25,864,8
69,865,4
87,866,2
64,867,0
80,868,1
51,869,3
23,870,3
18,871,7
58,872,0
18,873,7
8,874,7
49,875,4
28,876,8
63,877,4
40,878,5
8,879,7
84,880,5
98,881,9
82,882,1
23,883,3
67,884,7
3,885,2
60,886,7
15,887,7
74,888,4
71,889,6
36,890,4
15,891,7
8,892,7
24,893,0
77,894,9
68,895,1
37,896,0
6,897,5
22,898,2
99,899,9
30,900,4
83,901,2
82,902,1
94,903,8
63,904,4
18,905,7
28,906,8
45,907,5
66,908,6
43,909,6
82,910,1
44,911,0
90,912,1
63,913,4
90,914,5
11,915,9
15,916,7
0,917,8
39,918,3
0,919,8
47,920,6
40,921,5
57,922,6
28,923,8
67,924,5
49,925,4
46,926,2
60,927,7
25,928,8
14,929,3
91,930,9
50,931,3
26,932,7
93,933,2
77,934,9
55,935,2
36,936,6
23,937,3
57,938,6
89,939,6
83,940,2
91,941,9
3,942,3
99,943,9
46,944,2
35,945,5
89,946,6
49,947,4
51,948,3
51,949,3
65,950,4
63,951,4
21,952,0
90,953,1
27,954,0
24,955,0
0,956,8
53,957,7
39,958,3
56,959,2
7,960,3
65,961,6
25,962,8
31,963,1
76,964,1
96,965,8
49,966,4
7,967,3
48,968,2
41,969,1
63,970,4
45,971,5
16,972,9
69,973,4
1,974,8
2,975,8
10,976,2
68,977,1
35,978,5
49,979,4
96,980,8
23,981,3
4,982,4
97,983,9
66,984,6
65,985,6
25,986,8
44,987,0
18,988,7
37,989,0
42,990,0
22,991,2
80,992,1
13,993,3
38,994,7
12,995,5
