user_id,image_id,class
84,0,1
17,1,6
40,2,6
34,3,8
0,4,8
19,5,3
51,6,4
18,7,6
50,8,0
78,9,6
58,10,0
75,11,3
35,12,6
18,13,6
49,14,5
39,15,4
0,16,8
19,17,3
3,18,2
45,19,6
30,20,0
75,21,3
81,22,1
83,23,4
90,24,0
17,25,6
17,26,6
14,27,2
2,28,7
72,29,6
88,30,9
47,31,0
51,32,4
63,33,5
57,34,7
42,35,1
35,36,6
73,37,7
91,38,9
95,39,1
2,40,7
25,41,7
34,42,8
80,43,0
48,44,3
87,45,7
67,46,4
57,47,7
77,48,3
44,49,1
58,50,0
59,51,4
40,52,6
18,53,6
44,54,1
12,55,4
9,56,9
23,57,2
45,58,6
6,59,4
1,60,5
82,61,0
51,62,4
24,63,6
80,64,0
28,65,8
76,66,3
59,67,4
78,68,8
16,69,8
75,70,3
88,71,9
63,72,5
66,73,7
44,74,1
92,75,9
54,76,4
29,77,7
91,78,9
96,79,1
87,80,9
87,81,7
63,82,5
14,83,2
87,84,7
48,85,3
83,86,4
68,87,8
11,88,8
23,89,2
44,90,1
61,91,5
99,92,9
23,93,2
65,94,7
74,95,8
16,96,8
8,97,6
74,98,8
0,99,8
84,100,1
52,101,3
28,102,8
53,103,8
71,104,5
32,105,4
57,106,7
81,107,1
15,108,6
40,109,6
96,110,1
26,111,6
44,112,1
84,113,6
65,114,7
30,115,0
32,116,4
18,117,6
97,118,9
20,119,5
16,120,8
73,121,7
96,122,1
88,123,9
30,124,0
76,125,3
75,126,3
43,127,7
17,128,6
93,129,9
69,130,0
21,131,4
43,132,7
64,133,1
39,134,4
52,135,3
39,136,4
55,137,3
92,138,9
78,139,8
73,140,7
50,141,0
38,142,8
48,143,3
97,144,9
10,145,1
47,146,0
0,147,8
47,148,0
91,149,9
67,150,4
79,151,0
7,152,2
99,153,1
12,154,4
23,155,2
57,156,7
81,157,1
25,158,7
80,159,0
7,160,2
97,161,9
73,162,7
99,163,9
34,164,8
18,165,6
54,166,4
21,167,4
