user_id,image_id,class
65,0,1
17,1,6
69,2,6
37,3,8
0,4,8
7,5,3
47,6,4
18,7,6
56,8,0
80,9,6
58,10,0
75,11,3
28,12,6
25,13,6
26,14,5
36,15,4
0,16,8
13,17,3
3,18,2
69,19,6
22,20,0
53,21,3
64,22,1
91,23,4
94,24,0
17,25,6
17,26,6
36,27,2
8,28,7
78,29,6
54,30,9
46,31,0
47,32,4
60,33,5
66,34,7
39,35,1
28,36,6
96,37,7
73,38,9
67,39,1
8,40,7
9,41,7
37,42,8
83,43,0
19,44,3
99,45,7
90,46,4
68,47,7
79,48,3
47,49,1
56,50,0
86,51,4
66,52,6
25,53,6
49,54,1
14,55,4
11,56,9
42,57,2
70,58,6
9,59,4
6,60,5
89,61,0
56,62,4
25,63,6
81,64,0
16,65,8
75,66,3
72,67,4
63,68,8
16,69,8
53,70,3
54,71,9
38,72,5
76,73,7
49,74,1
77,75,9
72,76,4
41,77,7
73,78,9
69,79,1
51,80,9
99,81,7
60,82,5
30,83,2
99,84,7
19,85,3
91,86,4
55,87,8
1,88,8
36,89,2
49,90,1
31,91,5
98,92,9
42,93,2
76,94,7
63,95,8
2,96,8
5,97,6
59,98,8
0,99,8
65,100,1
35,101,3
16,102,8
45,103,8
81,104,5
36,105,4
68,106,7
65,107,1
15,108,6
66,109,6
69,110,1
28,111,6
49,112,1
83,113,6
68,114,7
22,115,0
33,116,4
18,117,6
93,118,9
20,119,5
2,120,8
96,121,7
74,122,1
51,123,9
22,124,0
75,125,3
53,126,3
62,127,7
17,128,6
85,129,9
58,130,0
32,131,4
62,132,7
61,133,1
43,134,4
40,135,3
44,136,4
40,137,3
82,138,9
63,139,8
96,140,7
50,141,0
44,142,8
19,143,3
93,144,9
23,145,1
50,146,0
0,147,8
50,148,0
73,149,9
90,150,4
80,151,0
10,152,2
74,153,1
14,154,4
36,155,2
68,156,7
65,157,1
10,158,7
83,159,0
4,160,2
93,161,9
96,162,7
98,163,9
37,164,8
18,165,6
71,166,4
26,167,4
27,168,1
49,169,1
99,170,7
43,171,8
63,172,8
29,173,6
14,174,4
38,175,5
28,176,6
3,177,3
98,178,9
86,179,4
57,180,2
60,181,5
75,182,3
70,183,6
96,184,7
95,185,7
53,186,3
87,187,9
23,188,1
18,189,3
65,190,1
2,191,8
35,192,3
40,193,3
26,194,5
15,195,6
32,196,4
58,197,0
11,198,9
5,199,6
70,200,6
20,201,5
95,202,0
17,203,6
88,204,2
51,205,0
38,206,5
14,207,4
59,208,9
7,209,3
47,210,4
5,211,6
95,212,0
78,213,6
76,214,7
22,215,0
96,216,7
88,217,2
28,218,6
73,219,9
27,220,6
31,221,5
4,222,4
24,223,5
33,224,4
99,225,7
32,226,7
78,227,6
37,228,8
65,229,1
38,230,5
93,231,9
62,232,7
2,233,8
43,234,8
68,235,7
69,236,1
47,237,4
70,238,6
47,239,4
42,240,2
84,241,2
81,242,5
94,243,0
48,244,3
1,245,8
73,246,9
86,247,4
74,248,1
32,249,1
90,250,4
49,251,1
59,252,9
15,253,6
75,254,3
79,255,3
15,256,6
11,257,9
34,258,5
41,259,7
27,260,6
87,261,9
4,262,4
77,263,2
72,264,4
56,265,0
22,266,0
46,267,0
44,268,8
66,269,7
20,270,5
69,271,1
37,272,8
15,273,6
66,274,7
46,275,0
69,276,1
41,277,7
62,278,7
0,279,8
3,280,2
96,281,7
91,282,4
1,283,8
63,284,8
82,285,9
0,286,8
73,287,9
44,288,8
77,289,2
2,290,8
82,291,9
69,292,1
7,293,3
24,294,5
66,295,7
4,296,4
94,297,0
85,298,1
90,299,4
86,300,4
22,301,0
44,302,8
92,303,4
3,304,3
66,305,7
11,306,9
96,307,7
9,308,7
85,309,9
79,310,3
18,311,6
82,312,9
16,313,8
69,314,1
6,315,5
51,316,9
63,317,8
38,318,5
6,319,5
13,320,3
75,321,3
40,322,3
41,323,0
1,324,5
49,325,1
58,326,0
5,327,6
76,328,7
40,329,3
50,330,0
73,331,9
89,332,0
99,333,7
81,334,0
14,335,4
16,336,8
63,337,8
80,338,0
8,339,7
89,340,0
42,341,3
37,342,9
89,343,0
0,344,8
15,345,6
44,346,8
66,347,7
8,348,7
29,349,6
71,350,4
85,351,9
61,352,1
41,353,0
37,354,8
50,355,0
29,356,6
18,357,6
98,358,7
64,359,1
77,360,2
55,361,8
12,362,1
64,363,1
70,364,6
58,365,0
21,366,5
4,367,4
28,368,7
63,369,8
65,370,1
66,371,7
72,372,4
82,373,9
15,374,6
98,375,9
1,376,8
67,377,1
30,378,2
5,379,6
64,380,1
1,381,8
38,382,5
53,383,3
66,384,7
91,385,4
96,386,7
64,387,1
59,388,9
3,389,2
82,390,9
3,391,2
71,392,4
67,393,1
22,394,0
55,395,8
88,396,2
21,397,5
84,398,2
56,399,0
78,400,6
83,401,0
